"","numéro","n_spp","n_WE","n_WNE","n_HE","n_HNE","n_Med","n_edible","n_woody","dom_group","Concatenation","country","latitude","longitude","farm type","Intervention_reclass","exp_type","has_WNE","has_WE","has_HE"
"2702","3820",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2703","3821",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2704","3822",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2705","3823",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2706","3824",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2707","3825",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2708","3826",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2709","3827",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2710","3828",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2711","3829",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2712","383",2,0,1,1,0,1,1,1,"HE","HE, WE","India","23°54'03,000N","91°19′19,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"2713","3830",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2714","3831",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2715","3832",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2716","3833",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2717","3834",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2718","3835",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2719","3836",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2720","3837",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2721","3838",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2722","3839",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2723","384",2,0,1,1,0,1,1,1,"HE","HE, WE","India","23°54'03,000N","91°19′19,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"2724","3840",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2725","3841",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2726","3842",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2727","3843",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2728","3844",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2729","3845",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2730","3846",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2731","3847",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2732","3848",3,1,2,0,0,0,1,3,"WNE","WNE, WE","Nigeria",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2733","3849",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2734","385",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2735","3850",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2736","3851",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2737","3852",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2738","3853",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2739","3854",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2740","3855",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2741","3856",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2742","3857",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2743","3858",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2744","3859",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2745","385_1",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2746","385_2",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2747","386",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2748","3860",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2749","3861",2,0,1,1,0,0,1,1,"HE","WNE, HE","Rwanda",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2750","3862",2,0,1,1,0,0,1,1,"HE","WNE, HE","Rwanda",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2751","3863",2,0,1,1,0,0,1,1,"HE","WNE, HE","Rwanda",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2752","3864",2,0,1,1,0,0,1,1,"HE","WNE, HE","Rwanda",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2753","3865",2,0,1,1,0,0,1,1,"HE","WNE, HE","Rwanda",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2754","3866",2,0,1,1,0,0,1,1,"HE","WNE, HE","Rwanda",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"2755","3867",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2756","3868",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2757","3869",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2758","387",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2759","3870",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2760","3871",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2761","3872",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2762","3873",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2763","3874",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2764","3875",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2765","3876",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2766","3877",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2767","3878",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2768","3879",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2769","388",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2770","3880",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2771","3881",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2772","3882",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2773","3883",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2774","3884",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2775","3885",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","8.26588","4.33325","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2776","3886",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2777","3887",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2778","3888",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2779","3889",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2780","389",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2781","3890",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2782","3891",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2783","3892",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2784","3893",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2785","3894",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2786","3895",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2787","3896",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2788","3897",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2789","3898",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2790","3899",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2791","39",3,1,1,1,0,1,2,2,"HE","WNE, HE, WE","Panama","9°23'00,000N","82°34'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2792","390",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2793","3900",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2794","3901",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2795","3902",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2796","3903",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2797","3904",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2798","3905",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2799","3906",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2800","3907",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2801","3908",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2802","3909",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2803","391",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2804","3910",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2805","3911",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2806","3912",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2807","3913",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2808","3914",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2809","3915",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2810","3916",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2811","3917",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2812","3918",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2813","3919",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2814","392",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2815","3920",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2816","3921",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2817","3922",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2818","3923",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2819","3924",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2820","3925",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2821","3926",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2822","3927",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2823","3928",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2824","3929",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2825","393",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2826","3930",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2827","3931",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2828","3932",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2829","3933",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2830","3934",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2831","3935",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2832","3936",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2833","3937",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2834","3938",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2835","3939",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2836","394",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2837","3940",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2838","3941",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2839","3942",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2840","3943",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2841","3944",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2842","3945",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2843","3946",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2844","3947",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2845","3948",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2846","3949",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2847","394_1",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2848","394_2",3,1,1,1,0,0,2,2,"HE","WNE, HE, WE","Costa Rica","9°37'00,000N","82°48'00,000W","working farm","Alley cropping","Multi-type",TRUE,TRUE,TRUE
"2849","395",2,2,0,0,0,0,2,2,"WE","WE","France",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"2850","3950",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2851","3951",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2852","3952",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2853","3953",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2854","3954",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°30'00,000N","7°32'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2855","3955",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","5°00'00,000N","8°30'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2856","3956",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°15'00,000N","8°15'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2857","3957",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°50'00,000N","4°33'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2858","3958",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","6°04'00,000N","5°52'00,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2859","3959",2,1,1,0,0,0,1,2,"WE","WNE, WE","Nigeria","4.8786","6.7445","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"2860","396",2,2,0,0,0,0,2,2,"WE","WE","France",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
