"","New ID","NB_sp","numéro","farm type","Design","Scale","Concatenation","Categorie","Concatenation_C","Categorie_C","Categorie_C2","Intervention_by_composition","Alim","medicinal","other","woody","prop_woody","shrub","climber","prop_shrub","prop_climber","Annual2","Prop_annual","Woody_evergreen","Prop_woody_evergreen","N_Fixing","Prop_N_fixing","Woody_hort","Prop_Woody_hort","Non_Woody_hort","Prop_Non_Woody_hort","EN_VU_NT_CR","Prop_EN_VU_NT_CR","Wild.x","Prop_wild.x","NB_strates","mean_Height","max_Height","Human_trait","total_density","Wild.y","Prop_wild.y","Age_max_tree"
"1","2170",2,1,"experimental site","RBD","Field","H_Wood","(NH_Herb), H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Woody exclusive",2,0,1,2,1,1,0,0.5,0,0,0,1,0.5,1,0.5,2,1,0,0,0,0,1,0.5,2,6.5,10,"Yes","16500",1,0.5,1
"2","2170",2,2,"experimental site","RBD","Field","NH_Herb, H_Wood","(NH_Herb), H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Woody exclusive",1,0,1,1,0.5,0,0,0,0,0,0,2,1,1,0.5,1,0.5,0,0,0,0,2,1,2,7.5,10,"Yes","10000",2,1,1
"3","2170",2,3,"experimental site","RBD","Field","NH_Herb, H_Wood","(NH_Herb), H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Woody exclusive",1,0,1,1,0.5,0,0,0,0,0,0,2,1,1,0.5,1,0.5,0,0,0,0,2,1,2,7.5,10,"Yes","10000",2,1,1
"4","2148",3,4,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","","Autre","Other","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,1,0.333333333333333,1,0.5,1,0.333333333333333,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,4.66666666666667,10,"No","NA",1,0.333333333333333,1
"5","2148",3,5,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","","Autre","Other","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,1,0.333333333333333,1,0.5,1,0.333333333333333,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,4.66666666666667,10,"No","NA",1,0.333333333333333,1
"6","2148",3,6,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,1,0.333333333333333,1,0.5,1,0.333333333333333,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,4.66666666666667,10,"No","NA",1,0.333333333333333,1
"7","2148",3,7,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,1,0.333333333333333,1,0.5,1,0.333333333333333,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,4.66666666666667,10,"No","NA",1,0.333333333333333,1
"8","2180",2,8,"experimental site","RCBD","Field","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","H_Herb","H_Herb","H_Herb","Classic",1,0,0,1,0.5,0,0,0,0,1,0.5,0,0,1,0.5,0,0,1,0.5,0,0,1,0.5,2,13.5,25,"No","NA",1,0.5,1
"9","2180",2,9,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",2,0,1,1,0.5,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,2,6,10,"No","NA",1,0.5,1
"10","2180",2,10,"experimental site","RCBD","Field","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","NH_Wood","NH_Wood","NH_Wood","Classic",1,0,0,1,0.5,0,0,0,0,1,0.5,0,0,1,0.5,0,0,1,0.5,0,0,1,0.5,2,13.5,25,"No","NA",1,0.5,1
"11","2180",2,11,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Exclusive",2,0,1,1,0.5,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,2,6,10,"No","NA",1,0.5,1
"12","2182",3,12,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"13","2182",3,14,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"14","2182",3,15,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"15","2182",3,16,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"16","2182",3,17,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"17","2182",3,18,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"18","2182",3,19,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"19","2182",3,20,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"20","2182",3,21,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"21","2182",3,22,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"22","2182",3,23,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"23","2182",3,24,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"24","2182",3,25,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"25","2182",3,26,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"26","2182",3,27,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",3,0,1,1,0.333333333333333,0,1,0,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667,0,0,1,0.333333333333333,2,6.33333333333333,10,"Yes","NA",1,0.333333333333333,1
"27","2163",3,28,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","625",2,0.666666666666667,NA
"28","2163",3,29,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","819",2,0.666666666666667,NA
"29","2163",3,30,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","903",2,0.666666666666667,NA
"30","2163",3,31,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","439",2,0.666666666666667,NA
"31","2163",3,32,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","347",2,0.666666666666667,NA
"32","2163",3,33,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","1180",2,0.666666666666667,NA
"33","2163",3,34,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","NH_Wood","NH_Wood","NH_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","625",2,0.666666666666667,NA
"34","2163",3,35,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","NH_Wood","NH_Wood","NH_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","819",2,0.666666666666667,NA
"35","2163",3,36,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","NH_Wood","NH_Wood","NH_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","903",2,0.666666666666667,NA
"36","2163",3,37,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","NH_Wood","NH_Wood","NH_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","439",2,0.666666666666667,NA
"37","2163",3,38,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","NH_Wood","NH_Wood","NH_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","347",2,0.666666666666667,NA
"38","2163",3,39,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","NH_Wood","NH_Wood","NH_Wood","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","1180",2,0.666666666666667,NA
"39","2163",3,40,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","625",2,0.666666666666667,NA
"40","2163",3,41,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","819",2,0.666666666666667,NA
"41","2163",3,42,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","903",2,0.666666666666667,NA
"42","2163",3,43,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","439",2,0.666666666666667,NA
"43","2163",3,44,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","347",2,0.666666666666667,NA
"44","2163",3,45,"working farm",NA,"Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Complex",2,1,1,2,0.666666666666667,0,0,0,0,0,0,1,0.5,0,0,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,3,14,30,"No","1180",2,0.666666666666667,NA
"45","2162",2,46,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",2,0,1,1,0.5,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,2,6,10,"No","NA",1,0.5,NA
"46","2162",2,47,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",2,0,1,1,0.5,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,2,6,10,"Yes","NA",1,0.5,NA
"47","2162",2,48,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",2,0,1,1,0.5,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,2,6,10,"No","NA",1,0.5,NA
"48","2162",2,49,"experimental site","RCBD","Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","H_Herb","H_Herb","H_Herb","Exclusive",2,0,1,1,0.5,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,2,6,10,"Yes","NA",1,0.5,NA
"49","2162",2,50,"experimental site","RCBD","Field","H_Wood","(NH_Herb), H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Woody exclusive",2,0,1,2,1,1,0,0.5,0,0,0,1,0.5,1,0.5,2,1,0,0,0,0,1,0.5,2,6.5,10,"Yes","NA",1,0.5,NA
"50","2162",2,51,"experimental site","RCBD","Field","H_Wood","(NH_Herb), H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Woody exclusive",2,0,1,2,1,1,0,0.5,0,0,0,1,0.5,1,0.5,2,1,0,0,0,0,1,0.5,2,6.5,10,"Yes","NA",1,0.5,NA
"51","2162",2,52,"experimental site","RCBD","Field","H_Wood","(NH_Herb), H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Woody exclusive",2,0,1,2,1,1,0,0.5,0,0,0,1,0.5,1,0.5,2,1,0,0,0,0,1,0.5,2,6.5,10,"Yes","NA",1,0.5,NA
"52","2162",2,53,"experimental site","RCBD","Field","H_Wood","(NH_Herb), H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Woody exclusive",2,0,1,2,1,1,0,0.5,0,0,0,1,0.5,1,0.5,2,1,0,0,0,0,1,0.5,2,6.5,10,"Yes","NA",1,0.5,NA
"53","2177",26,54,"working farm","paired sites","Field","NH_Herb, NH_Wood, H_Wood","(NH_Herb), NH_Wood, H_Wood","H_Wood","(NH_Herb), H_Wood","H_Wood","Woody classic",12,2,8,25,0.961538461538462,3,0,0.115384615384615,0,0,0,15,0.625,4,0.153846153846154,12,0.461538461538462,0,0,0,0,16,0.615384615384615,3,14.1052631578947,30,"No","NA",16,0.615384615384615,NA
"54","2128",2,55,"Large areas",NA,"Landcape","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","NH_Herb","Autre","NH_Herb","Classic",1,0,0,1,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.5,0,0,1,0.5,2,1,1,"No","NA",1,0.5,NA
"55","2128",2,56,"Large areas",NA,"Landcape","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","NH_Herb","Autre","NH_Herb","Classic",1,0,0,1,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.5,0,0,1,0.5,2,1,1,"No","NA",1,0.5,NA
"56","2128",2,57,"Large areas",NA,"Landcape","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","NH_Herb","Autre","NH_Herb","Classic",1,0,0,1,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.5,0,0,1,0.5,2,1,1,"No","NA",1,0.5,NA
"57","2128",2,58,"Large areas",NA,"Landcape","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","","Autre","Other","Classic",1,0,0,1,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.5,0,0,1,0.5,2,1,1,"No","NA",1,0.5,NA
"58","2128",2,59,"Large areas",NA,"Landcape","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","","Autre","Other","Classic",1,0,0,1,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.5,0,0,1,0.5,2,1,1,"No","NA",1,0.5,NA
"59","2128",2,60,"Large areas",NA,"Landcape","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","","Autre","Other","Classic",1,0,0,1,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.5,0,0,1,0.5,2,1,1,"No","NA",1,0.5,NA
"60","2128",2,61,"Large areas",NA,"Landcape","NH_Wood, H_Herb","(NH_Herb), NH_Wood, H_Herb","","Autre","Other","Classic",1,0,0,1,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.5,0,0,1,0.5,2,1,1,"No","NA",1,0.5,NA
"61","2128",2,62,"Large areas",NA,"Landcape","NH_Wood, H_Wood","(NH_Herb), NH_Wood, H_Wood","NH_Herb","Autre","NH_Herb","Woody classic",1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,0,0,0,0,2,4.5,4.5,"No","NA",0,0,NA
"62","2128",2,63,"Large areas",NA,"Landcape","NH_Wood, H_Wood","(NH_Herb), NH_Wood, H_Wood","NH_Herb","Autre","NH_Herb","Woody classic",1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,0,0,0,0,2,4.5,4.5,"No","NA",0,0,NA
"63","2128",2,64,"Large areas",NA,"Landcape","NH_Wood, H_Wood","(NH_Herb), NH_Wood, H_Wood","NH_Herb","Autre","NH_Herb","Woody classic",1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,0,0,0,0,2,4.5,4.5,"No","NA",0,0,NA
"64","2128",2,65,"Large areas",NA,"Landcape","NH_Wood, H_Wood","(NH_Herb), NH_Wood, H_Wood","","Autre","Other","Woody classic",1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,0,0,0,0,2,4.5,4.5,"No","NA",0,0,NA
"65","2128",2,66,"Large areas",NA,"Landcape","NH_Wood, H_Wood","(NH_Herb), NH_Wood, H_Wood","","Autre","Other","Woody classic",1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,0,0,0,0,2,4.5,4.5,"No","NA",0,0,NA
"66","2128",2,67,"Large areas",NA,"Landcape","NH_Wood, H_Wood","(NH_Herb), NH_Wood, H_Wood","","Autre","Other","Woody classic",1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,0,0,0,0,2,4.5,4.5,"No","NA",0,0,NA
"67","2128",2,68,"Large areas",NA,"Landcape","NH_Wood, H_Wood","(NH_Herb), NH_Wood, H_Wood","","Autre","Other","Woody classic",1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,0,0,0,0,2,4.5,4.5,"No","NA",0,0,NA
"68","2156",6,69,"working farm",NA,"Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","NH_Herb","Autre","NH_Herb","Exclusive",6,0,2,3,0.5,0,0,0,0,2,0.333333333333333,3,0.6,1,0.166666666666667,3,0.5,3,0.5,1,0.166666666666667,3,0.5,4,11.6666666666667,40,"No","337",3,0.5,NA
"69","2156",4,70,"working farm",NA,"Field","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","NH_Herb","Autre","NH_Herb","Exclusive",4,0,1,1,0.25,0,0,0,0,2,0.5,1,0.333333333333333,1,0.25,1,0.25,3,0.75,1,0.25,1,0.25,3,11.25,40,"No","32",1,0.25,NA
"70","2181",3,71,"experimental site","RCBD","Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","Other","Complex",2,0,1,2,0.666666666666667,2,0,0.666666666666667,0,1,0.333333333333333,0,0,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,0,1,0.333333333333333,3,5,10,"No","NA",1,0.333333333333333,NA
"71","2181",3,72,"experimental site","RCBD","Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","Other","Complex",2,0,1,2,0.666666666666667,2,0,0.666666666666667,0,1,0.333333333333333,0,0,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,0,1,0.333333333333333,3,5,10,"No","NA",1,0.333333333333333,NA
"72","2181",3,73,"experimental site","RCBD","Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","Other","Complex",2,0,1,2,0.666666666666667,1,0,0.333333333333333,0,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,0,1,0.333333333333333,3,6.66666666666667,15,"No","NA",1,0.333333333333333,NA
"73","2181",3,74,"experimental site","RCBD","Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","Other","Complex",2,0,1,2,0.666666666666667,1,0,0.333333333333333,0,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,0,1,0.333333333333333,3,6.66666666666667,15,"No","NA",1,0.333333333333333,NA
"74","2181",4,75,"experimental site","RCBD","Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","Other","Complex",2,0,2,3,0.75,2,0,0.5,0,1,0.25,1,0.25,2,0.5,1,0.25,1,0.25,0,0,2,0.5,4,7.5,15,"No","NA",2,0.5,NA
"75","2181",4,76,"experimental site","RCBD","Field","NH_Wood, H_Herb, H_Wood","(NH_Herb), NH_Wood, H_Herb, H_Wood","H_Herb, H_Wood","(NH_Herb), H_Herb, H_Wood","Other","Complex",2,0,2,3,0.75,2,0,0.5,0,1,0.25,1,0.25,2,0.5,1,0.25,1,0.25,0,0,2,0.5,4,7.5,15,"No","NA",2,0.5,NA
