id,source_id,intervention_by_complexity,intervention_by_richness,Number_Total,lat_map,lon_map,n_id_complexity,n_id_richness
861,4742,Very simple,2,2,-11.464444,-37.936389,2,2
870,8998,Very simple,2,2,15.586542,121.822089,4,4
872,8019,Simple,2,2,-8.522718,-74.114162,8,8
873,579,Very simple,2,2,6.400000,2.333333,16,16
874,662,Very simple,2,2,6.400000,2.333333,16,16
875,1499,Simple,2,2,-15.500000,35.250000,36,36
2,567,Moderately complex,3,3,10.733333,124.800000,4,4
4,782,Moderately complex,3,3,17.333333,78.600000,15,15
5,1196,Moderately complex,3,3,9.383333,-82.566667,18,18
11,1748,Moderately complex,3,3,9.610294,8.147715,4,4
17,1918,Moderately complex,3,3,18.583333,99.833333,2,2
23,1928,Moderately complex,3,3,-1.541667,37.125000,6,6
27,2437,Moderately complex,3,3,-5.266667,-59.833333,4,4
31,2590,Complex,3,3,-1.500000,120.033333,1,1
35,3002,Complex,3,3,-1.506667,120.036389,3,3
41,3369,Moderately complex,3,3,30.983333,119.800000,4,4
44,3810,Moderately complex,3,3,40.434033,-87.024500,9,9
48,4574,Moderately complex,3,3,30.983333,119.800000,4,4
49,4720,Moderately complex,3,3,8.904167,-78.331944,24,24
56,5617,Moderately complex,3,3,28.583333,77.200000,9,9
70,6779,Complex,3,3,-2.434167,-48.310444,1,1
72,7294,Moderately complex,3,3,9.616667,-82.800000,26,26
74,7444,Complex,3,3,10.216667,76.216667,6,6
80,8728,Complex,3,3,-4.000000,-39.333333,1,1
93,9829,Complex,3,3,23.874361,-101.553997,1,1
98,9871,Moderately complex,3,3,-1.128056,-47.787500,2,2
99,9975,Moderately complex,3,3,3.850000,11.450000,2,2
101,153,Moderately complex,3,3,7.050000,3.900000,4,4
109,556,Moderately complex,3,3,6.294168,12.948474,3,3
110,726,Moderately complex,3,3,-1.550000,37.133333,1,1
114,876,Moderately complex,3,3,9.610294,8.147715,2,2
116,1009,Moderately complex,3,3,38.820809,-96.331617,2,2
130,1620,Moderately complex,3,3,6.450000,2.500000,2,2
131,1620,Moderately complex,3,3,6.683333,2.500000,2,2
132,1620,Moderately complex,3,3,7.966667,2.500000,2,2
142,2173,Moderately complex,3,3,-1.541667,37.125000,3,3
149,2591,Moderately complex,3,3,17.550000,101.016667,6,6
151,2736,Moderately complex,3,3,30.016667,114.350000,4,4
160,3835,Moderately complex,3,3,3.850000,11.450000,6,6
163,4170,Complex,3,3,-6.355794,34.818322,4,4
168,4486,Moderately complex,3,3,11.000000,76.033333,1,1
171,4558,Moderately complex,3,3,31.966667,77.101111,20,20
180,5187,Complex,3,3,-15.460167,-67.472403,1,1
183,5293,Moderately complex,3,3,-15.460167,-67.472403,2,4
184,5293,Complex,3,3,-15.460167,-67.472403,2,4
200,6622,Complex,3,3,-22.883333,-45.383333,1,1
208,7449,Moderately complex,3,3,4.850000,7.050000,4,4
211,7985,Complex,3,3,9.433333,42.050000,1,1
220,9389,Moderately complex,3,3,38.073255,104.691139,3,3
225,9567,Moderately complex,3,3,23.586301,81.173004,3,3
227,1804,Moderately complex,3,3,9.895556,-83.668611,8,8
231,143,Moderately complex,3,3,-3.833333,39.750000,12,12
232,156,Moderately complex,3,3,18.000000,78.000000,8,8
235,161,Moderately complex,3,3,8.561330,-11.786567,12,12
242,740,Complex,3,3,7.208333,2.500000,2,2
246,879,Moderately complex,3,3,7.500000,3.900000,2,2
247,912,Moderately complex,3,3,13.516667,76.216667,6,6
250,1137,Moderately complex,3,3,3.850000,11.450000,3,3
256,1339,Moderately complex,3,3,8.033333,124.900000,4,4
257,1397,Moderately complex,3,3,9.883333,-83.716667,4,4
258,1568,Moderately complex,3,3,9.863467,-84.146736,1,1
262,1780,Moderately complex,3,3,7.500000,3.900000,2,2
267,1815,Moderately complex,3,3,27.633333,110.266667,2,2
272,2063,Complex,3,3,-5.033900,104.441375,2,2
273,2065,Moderately complex,3,3,-15.500000,35.250000,17,17
275,2124,Moderately complex,3,3,9.895556,-83.668611,1,1
277,2171,Moderately complex,3,3,-15.500000,35.250000,17,17
278,2197,Moderately complex,3,3,7.400000,3.850000,3,3
284,2487,Moderately complex,3,3,0.350000,32.766667,20,20
296,2778,Moderately complex,3,3,-5.008333,38.666667,6,6
298,2956,Moderately complex,3,3,17.688611,82.868056,10,10
300,2994,Complex,3,3,10.608333,93.233333,6,6
306,3291,Moderately complex,3,3,0.689918,37.953094,2,2
307,3311,Moderately complex,3,3,11.897222,-86.148611,4,4
310,3423,Moderately complex,3,3,31.066667,110.683333,3,3
324,4501,Moderately complex,3,3,8.905833,-78.333611,18,18
328,4560,Moderately complex,3,3,31.066667,110.683333,3,3
331,4733,Moderately complex,3,3,-13.158167,-60.630722,2,2
334,4887,Complex,3,3,9.883333,-83.633333,1,1
339,5422,Moderately complex,3,3,42.633333,76.100000,5,5
353,6413,Moderately complex,3,3,31.529444,75.920000,3,3
357,6519,Complex,3,3,24.066667,90.833333,36,36
359,6639,Moderately complex,3,3,-35.200000,-71.100000,8,8
360,6656,Moderately complex,3,3,-4.016111,-47.875556,1,1
362,6792,Moderately complex,3,3,11.897000,-86.149000,12,12
363,6852,Moderately complex,3,3,27.850000,72.416667,4,4
364,6919,Moderately complex,3,3,39.166667,116.050000,3,3
371,7412,Complex,3,3,43.716667,4.016667,1,1
375,7470,Moderately complex,3,3,4.850000,7.050000,8,8
379,7970,Moderately complex,3,3,19.450000,-96.950000,1,1
380,7980,Complex,3,3,-11.524630,-54.355207,1,1
382,8019,Complex,3,3,-8.522718,-74.114162,10,10
384,8026,Moderately complex,3,3,8.561330,-11.786567,6,6
385,8201,Moderately complex,3,3,-22.333333,-43.716667,6,6
388,9036,Moderately complex,3,3,30.900000,75.800000,12,12
390,9061,Moderately complex,3,3,26.750000,72.050000,24,24
394,471,Moderately complex,3,3,-3.366667,34.850000,8,8
397,3241,Complex,3,3,11.508333,-1.222778,6,6
401,1148,Moderately complex,3,3,-1.550000,37.133333,6,6
402,1226,Moderately complex,3,3,7.383333,3.833333,3,3
403,1584,Moderately complex,3,3,38.073255,104.691139,2,2
406,1816,Moderately complex,3,3,21.200000,81.600000,8,8
407,2299,Moderately complex,3,3,14.766667,-16.850000,1,1
408,2299,Moderately complex,3,3,13.750000,-15.783333,1,1
414,3700,Moderately complex,3,3,24.183333,78.283333,2,2
418,4151,Moderately complex,3,3,29.285694,115.714444,2,2
421,4298,Moderately complex,3,3,21.800000,76.500000,24,24
423,4687,Moderately complex,3,3,38.033333,-4.300000,4,4
432,5382,Moderately complex,3,3,-3.966667,122.500000,2,2
438,6221,Moderately complex,3,3,35.583889,-85.713056,2,2
439,6263,Moderately complex,3,3,25.316667,79.925000,16,16
442,6477,Complex,3,3,44.145800,22.819500,1,1
449,7706,Moderately complex,3,3,9.610294,8.147715,16,16
459,9885,Moderately complex,3,3,30.900000,75.666667,5,5
461,9924,Complex,3,3,9.910000,-83.690000,2,2
472,298,Moderately complex,3,3,37.000000,-94.000000,1,1
473,414,Moderately complex,3,3,-3.933333,39.733333,3,3
474,435,Moderately complex,3,3,-1.000000,102.000000,6,6
475,468,Moderately complex,3,3,-1.000000,102.000000,6,6
476,473,Moderately complex,3,3,6.283333,-5.216667,2,2
478,481,Moderately complex,3,3,4.716667,7.016667,1,1
479,481,Moderately complex,3,3,3.416667,11.466667,1,1
481,507,Moderately complex,3,3,-1.100000,36.750000,8,8
484,507,Moderately complex,3,3,0.000000,37.583333,5,5
488,507,Moderately complex,3,3,0.500000,34.166667,2,2
490,579,Moderately complex,3,3,6.400000,2.333333,7,7
496,845,Moderately complex,3,3,7.500000,3.900000,2,2
498,916,Moderately complex,3,3,15.586542,121.822089,6,6
499,973,Moderately complex,3,3,7.500000,3.900000,4,4
507,1149,Moderately complex,3,3,3.716667,34.850000,8,8
509,1170,Moderately complex,3,3,3.850000,11.450000,2,2
510,1181,Moderately complex,3,3,-1.550000,37.233333,8,8
520,1487,Moderately complex,3,3,-1.550000,37.233333,4,4
525,3907,Moderately complex,3,3,-7.206389,-36.823611,1,1
528,3950,Complex,3,3,9.875000,-83.691667,8,8
530,3966,Moderately complex,3,3,31.066667,110.683333,1,1
531,3986,Moderately complex,3,3,30.350000,70.866667,4,4
540,4214,Moderately complex,3,3,-11.524630,-54.355207,12,12
543,4254,Moderately complex,3,3,30.850000,76.183333,9,9
548,4463,Moderately complex,3,3,-7.206389,-36.823611,1,1
553,4619,Moderately complex,3,3,29.900556,107.506111,5,5
563,4812,Complex,3,3,-2.135556,-47.533333,1,1
565,4833,Moderately complex,3,3,-29.158333,-51.208333,2,2
575,5023,Moderately complex,3,3,29.166667,75.733333,18,18
586,5436,Moderately complex,3,3,-16.731249,-64.452096,2,2
595,5672,Moderately complex,3,3,32.863922,120.848444,2,2
600,5894,Complex,3,3,22.483333,90.166667,2,2
613,6031,Moderately complex,3,3,14.766667,-16.850000,4,4
614,6031,Moderately complex,3,3,13.750000,-15.783333,4,4
615,6094,Moderately complex,3,3,-15.460167,-67.472403,3,6
617,6094,Complex,3,3,-15.460167,-67.472403,3,6
624,6280,Moderately complex,3,3,23.586301,81.173004,1,1
633,6536,Moderately complex,3,3,11.898333,-86.148889,12,12
635,6586,Moderately complex,3,3,31.516667,75.750000,1,10
636,6586,Complex,3,3,31.516667,75.750000,9,10
638,6632,Moderately complex,3,3,22.266667,72.966667,3,3
643,6644,Complex,3,3,-15.460167,-67.472403,1,1
648,6676,Moderately complex,3,3,23.586301,81.173004,4,4
653,6832,Moderately complex,3,3,9.863467,-84.146736,2,2
655,6833,Moderately complex,3,3,38.073255,104.691139,4,4
657,6915,Moderately complex,3,3,-27.396667,-53.429167,4,4
664,7080,Moderately complex,3,3,34.278889,74.775278,12,12
671,7225,Moderately complex,3,3,24.183333,78.283333,6,6
684,1324,Moderately complex,3,3,9.000000,-83.000000,4,4
697,1069,Moderately complex,3,3,12.283333,-67.783333,3,3
707,7468,Moderately complex,3,3,2.000000,11.500000,3,3
709,7510,Moderately complex,3,3,9.610294,8.147715,12,12
722,7751,Moderately complex,3,3,9.610294,8.147715,8,8
723,7839,Moderately complex,3,3,23.586301,81.173004,12,12
728,7944,Moderately complex,3,3,8.483333,76.950000,8,8
739,8221,Moderately complex,3,3,-35.697271,-64.532385,2,2
749,8672,Moderately complex,3,3,9.895556,-83.668611,16,16
752,8731,Moderately complex,3,3,1.282173,32.343718,5,5
753,8819,Moderately complex,3,3,19.758333,86.933333,2,2
755,8914,Moderately complex,3,3,-7.866667,111.450000,7,7
757,8947,Moderately complex,3,3,16.517347,105.913388,1,1
758,8957,Moderately complex,3,3,-13.158167,-60.630722,4,4
760,8969,Moderately complex,3,3,22.500000,87.000000,2,2
768,9205,Moderately complex,3,3,31.966667,77.101111,12,12
769,9429,Moderately complex,3,3,43.700000,3.850000,2,2
770,9444,Moderately complex,3,3,22.833333,87.000000,2,2
783,9899,Moderately complex,3,3,-3.833333,39.750000,24,24
785,7849,Complex,3,3,7.500000,3.900000,8,8
788,1189,Moderately complex,3,3,-1.550000,37.133333,2,2
790,2595,Moderately complex,3,3,43.700000,3.833333,1,1
795,2872,Moderately complex,3,3,-1.250000,29.916667,8,8
803,3794,Complex,3,3,-1.250000,29.916667,8,8
809,609,Complex,3,3,-8.522718,-74.114162,2,2
816,1084,Moderately complex,3,3,-26.500000,-54.500000,2,2
830,6559,Moderately complex,3,3,9.895556,-83.668611,2,2
836,7031,Moderately complex,3,3,25.525000,92.508333,2,2
838,7675,Moderately complex,3,3,9.610294,8.147715,8,8
840,776,Moderately complex,3,3,7.500000,3.900000,6,6
845,662,Moderately complex,3,3,6.400000,2.333333,8,8
855,470,Moderately complex,3,3,6.283333,-5.216667,6,6
857,5323,Complex,3,3,19.758333,82.933333,8,8
858,7053,Moderately complex,3,3,-5.565600,36.291626,20,20
860,7061,Moderately complex,3,3,13.250000,2.300000,8,8
862,4742,Moderately complex,3,3,-11.464444,-37.936389,2,2
863,9744,Moderately complex,3,3,23.586301,81.173004,6,6
866,1853,Moderately complex,3,3,-4.516667,104.916667,24,24
867,3069,Moderately complex,3,3,-4.516667,104.916667,2,2
868,1499,Complex,3,3,-15.500000,35.250000,6,6
869,8998,Moderately complex,3,3,15.586542,121.822089,40,40
871,190,Complex,3,3,4.850000,7.050000,4,4
10,1718,Very complex,4,4,-9.663750,-65.661111,2,1
12,1748,Very complex,4,4,9.610294,8.147715,2,2
24,2060,Very complex,4,4,-2.510000,-60.024722,2,2
26,2346,Very complex,4,4,42.873300,-85.260400,1,1
28,2437,Very complex,4,4,-5.266667,-59.833333,2,2
97,9855,Very complex,4,4,8.825000,-79.733333,6,6
102,153,Very complex,4,4,7.050000,3.900000,10,10
111,732,Very complex,4,4,-2.014687,29.919440,2,1
153,2955,Very complex,4,4,13.266667,30.483333,4,4
154,2955,Very complex,4,4,13.166667,30.200000,4,4
170,4486,Very complex,4,4,11.466667,76.416667,1,1
174,4656,Very complex,4,4,35.016667,112.466667,2,2
182,5281,Very complex,4,4,28.016667,76.083333,12,12
185,5293,Very complex,4,4,-15.460167,-67.472403,2,2
203,6737,Very complex,4,4,43.583333,3.750000,2,2
241,740,Very complex,4,4,7.208333,2.500000,4,4
259,1638,Very complex,4,4,-3.133333,-59.866667,6,3
271,2063,Very complex,4,4,-5.033900,104.441375,2,2
276,2124,Very complex,4,4,43.266667,-89.433333,1,1
299,2994,Very complex,4,4,10.608333,93.233333,3,3
315,3669,Very complex,4,4,29.109167,117.923333,4,4
319,4163,Very complex,4,4,7.233333,-1.208333,1,1
391,9061,Very complex,4,4,26.750000,72.050000,24,24
411,3261,Very complex,4,4,28.016667,73.366667,16,8
417,4026,Very complex,4,4,6.216667,-0.366667,76,76
419,4151,Very complex,4,4,29.285694,115.714444,4,4
420,4298,Very complex,4,4,21.800000,76.500000,12,12
458,9801,Very complex,4,4,31.600000,77.041667,21,7
477,479,Very complex,4,4,9.863467,-84.146736,2,2
511,1190,Very complex,4,4,8.033333,124.900000,4,4
524,3907,Very complex,4,4,-7.206389,-36.823611,1,1
541,4214,Very complex,4,4,-11.524630,-54.355207,3,3
542,4254,Very complex,4,4,30.850000,76.183333,6,6
547,4463,Very complex,4,4,-7.206389,-36.823611,1,1
556,4794,Very complex,4,4,0.385626,30.169983,3,1
559,4794,Very complex,4,4,-0.319094,30.379532,3,1
564,4812,Very complex,4,4,-2.135556,-47.533333,1,1
569,4884,Very complex,4,4,47.153100,88.099290,1,1
570,4884,Very complex,4,4,47.188200,88.162120,1,1
577,5045,Very complex,4,4,-16.731249,-64.452096,2,1
582,5222,Very complex,4,4,39.675292,-7.933662,1,1
589,5477,Very complex,4,4,52.250000,-81.583333,3,3
616,6094,Very complex,4,4,-15.460167,-67.472403,3,3
625,6280,Very complex,4,4,23.586301,81.173004,5,5
654,6833,Very complex,4,4,38.073255,104.691139,2,2
685,1324,Very complex,4,4,9.000000,-83.000000,2,2
687,6208,Very complex,4,4,49.160556,16.560556,1,1
702,7430,Very complex,4,4,6.450000,2.500000,4,4
703,7430,Very complex,4,4,6.683333,2.500000,4,4
704,7430,Very complex,4,4,7.966667,2.500000,4,4
706,7468,Very complex,4,4,2.000000,11.500000,2,2
754,8819,Very complex,4,4,19.758333,86.933333,2,2
761,8969,Very complex,4,4,22.500000,87.000000,8,8
771,9444,Very complex,4,4,22.833333,87.000000,8,8
817,1084,Very complex,4,4,-26.500000,-54.500000,1,1
854,4553,Very complex,4,4,43.716667,4.016667,1,1
856,5323,Very complex,4,4,19.758333,82.933333,4,4
864,9744,Very complex,4,4,23.586301,81.173004,6,6
865,1853,Very complex,4,4,-4.516667,104.916667,12,12
39,3321,Very complex,11-20,11,-11.524630,-54.355207,1,1
60,5888,Very complex,11-20,16,1.264861,34.407639,6,3
67,6431,Very complex,11-20,12,4.249722,101.980000,3,1
89,9424,Very complex,11-20,17,30.831250,77.156944,12,5
90,9424,Very complex,11-20,12,30.831250,77.156944,12,5
91,9829,Very complex,11-20,14,23.874361,-101.553997,3,2
92,9829,Very complex,11-20,12,23.874361,-101.553997,3,2
104,407,Very complex,11-20,15,-1.266667,29.950000,1,1
156,2963,Very complex,11-20,15,10.391667,76.408333,8,8
201,6622,Very complex,11-20,19,-22.883333,-45.383333,1,1
204,6761,Very complex,11-20,14,-9.150000,-40.366667,4,4
217,9306,Very complex,11-20,16,6.033333,-0.450000,1,1
218,9306,Very complex,11-20,16,6.950000,-2.583333,1,1
333,4834,Very complex,11-20,13,39.483333,-92.350000,6,2
340,5635,Very complex,11-20,14,-15.460167,-67.472403,9,6
422,4632,Very complex,11-20,11,-15.460000,-67.471944,6,6
427,5319,Very complex,11-20,11,-13.833333,-39.166667,6,6
539,4199,Very complex,11-20,18,38.820809,-96.331617,1,1
546,4430,Very complex,11-20,14,-9.150000,-40.366667,1,1
558,4794,Very complex,11-20,13,0.385626,30.169983,3,1
561,4794,Very complex,11-20,13,-0.319094,30.379532,3,1
622,6216,Very complex,11-20,11,-15.450000,-67.466667,4,2
641,6644,Very complex,11-20,11,-15.460167,-67.472403,2,1
676,6460,Very complex,11-20,11,-15.458333,-67.471667,3,1
777,9514,Very complex,11-20,11,-15.460167,-67.472403,9,3
9,1718,Very complex,6-10,6,-9.663750,-65.661111,2,1
14,1793,Very complex,6-10,6,-2.650000,-59.750000,3,3
22,1564,Very complex,6-10,6,27.073056,102.690694,1,1
32,2823,Very complex,6-10,9,33.950000,-83.316667,18,18
50,5038,Very complex,6-10,6,9.566667,-5.616667,3,3
51,5051,Very complex,6-10,6,-8.522718,-74.114162,1,1
54,5489,Very complex,6-10,7,-1.700000,NA,1,1
55,5575,Very complex,6-10,8,43.716667,4.016667,1,1
58,5888,Very complex,6-10,7,1.264861,34.407639,6,3
65,6389,Very complex,6-10,8,19.325000,-96.683333,1,1
66,6431,Very complex,6-10,6,4.249722,101.980000,3,2
81,8822,Very complex,6-10,6,41.356989,74.175329,1,1
82,9130,Very complex,6-10,7,-22.743889,-43.707778,2,2
85,9276,Very complex,6-10,5,4.142500,-73.629444,2,2
95,9829,Very complex,6-10,5,23.874361,-101.553997,3,1
105,407,Very complex,6-10,10,0.466667,32.450000,1,1
106,407,Very complex,6-10,10,-0.566667,30.216667,1,1
108,459,Very complex,6-10,5,6.283333,-5.216667,9,9
112,732,Very complex,6-10,5,-2.014687,29.919440,2,1
117,7271,Very complex,6-10,5,38.820809,-96.331617,1,1
118,283,Very complex,6-10,6,53.978447,-2.852944,5,5
121,1430,Very complex,6-10,8,-11.524630,-54.355207,30,30
122,1430,Very complex,6-10,9,-11.524630,-54.355207,30,30
127,1620,Very complex,6-10,5,6.450000,2.500000,8,8
128,1620,Very complex,6-10,5,6.683333,2.500000,8,8
129,1620,Very complex,6-10,5,7.966667,2.500000,8,8
133,1620,Very complex,6-10,6,6.450000,2.500000,8,8
134,1620,Very complex,6-10,6,6.683333,2.500000,8,8
135,1620,Very complex,6-10,6,7.966667,2.500000,8,8
137,1985,Very complex,6-10,5,43.822000,1.665861,4,4
139,2038,Very complex,6-10,6,9.416667,-82.833333,2,2
143,2313,Very complex,6-10,6,9.416667,-82.833333,2,2
146,2411,Very complex,6-10,5,26.750000,72.050000,1,1
191,6022,Very complex,6-10,5,46.642368,2.194024,3,3
196,6420,Very complex,6-10,5,44.053056,4.136111,3,3
219,9313,Very complex,6-10,5,10.333333,-83.333333,4,4
253,1205,Very complex,6-10,5,-11.524630,-54.355207,3,3
260,1638,Very complex,6-10,5,-3.133333,-59.866667,6,3
261,1746,Very complex,6-10,5,-3.133333,-59.866667,2,2
290,2622,Very complex,6-10,6,1.933333,-75.958333,1,1
291,2622,Very complex,6-10,6,2.033333,-75.966667,1,1
304,3122,Very complex,6-10,5,26.340556,89.398056,3,3
318,4163,Very complex,6-10,5,6.533333,-1.200000,1,1
330,4733,Very complex,6-10,5,-13.158167,-60.630722,2,2
332,4834,Very complex,6-10,10,39.483333,-92.350000,6,4
346,5810,Very complex,6-10,7,18.216224,-66.494253,2,2
355,6507,Very complex,6-10,6,3.050000,96.100000,1,1
383,8019,Very complex,6-10,5,-8.522718,-74.114162,2,2
400,977,Very complex,6-10,5,-3.133333,-59.866667,8,8
410,3261,Very complex,6-10,5,28.016667,73.366667,16,8
424,4828,Very complex,6-10,8,4.246667,101.985556,16,16
425,4828,Very complex,6-10,9,4.246667,101.985556,16,16
426,4923,Very complex,6-10,8,38.820809,-96.331617,2,2
448,7122,Very complex,6-10,5,18.216224,-66.494253,2,2
456,9801,Very complex,6-10,7,31.600000,77.041667,21,14
457,9801,Very complex,6-10,9,31.600000,77.041667,21,14
462,9924,Very complex,6-10,6,9.910000,-83.690000,2,2
463,9951,Very complex,6-10,5,15.466667,55.500000,4,4
482,507,Very complex,6-10,5,-1.100000,36.750000,4,4
495,790,Very complex,6-10,5,25.666667,92.141667,40,40
500,983,Very complex,6-10,5,-3.133333,-59.866667,10,10
501,996,Very complex,6-10,5,-3.133333,-59.866667,2,2
502,1003,Very complex,6-10,7,8.041667,124.958333,4,4
504,1058,Very complex,6-10,5,-3.133333,-59.866667,4,4
515,1338,Very complex,6-10,6,42.982011,12.763657,1,1
538,4134,Very complex,6-10,8,-1.559000,120.022000,1,1
550,4504,Very complex,6-10,7,0.000000,32.000000,1,1
552,4569,Very complex,6-10,7,0.689918,37.953094,1,1
557,4794,Very complex,6-10,10,0.385626,30.169983,3,1
560,4794,Very complex,6-10,10,-0.319094,30.379532,3,1
568,4884,Very complex,6-10,6,47.578400,88.088640,1,1
572,4974,Very complex,6-10,8,38.820809,-96.331617,1,1
576,5045,Very complex,6-10,5,-16.731249,-64.452096,2,1
619,6110,Very complex,6-10,7,1.000000,35.000000,1,1
623,6216,Very complex,6-10,10,-15.450000,-67.466667,4,2
627,6390,Very complex,6-10,7,0.155920,113.965382,2,2
642,6644,Very complex,6-10,10,-15.460167,-67.472403,2,1
645,6663,Very complex,6-10,8,-4.233333,121.937500,2,2
658,6916,Very complex,6-10,8,0.155920,113.965382,2,2
674,6460,Very complex,6-10,10,-15.458333,-67.471667,3,2
675,6460,Very complex,6-10,9,-15.458333,-67.471667,3,2
688,5367,Very complex,6-10,7,-25.116667,-50.050000,4,4
689,5367,Very complex,6-10,6,-25.116667,-50.050000,4,4
691,1319,Very complex,6-10,5,-3.133333,-59.866667,12,12
698,1069,Very complex,6-10,5,12.283333,-67.783333,3,3
701,7384,Very complex,6-10,8,17.750000,-64.750000,2,2
738,8177,Very complex,6-10,8,40.016667,-92.183333,2,2
775,9514,Very complex,6-10,10,-15.460167,-67.472403,9,6
776,9514,Very complex,6-10,9,-15.460167,-67.472403,9,6
780,9844,Very complex,6-10,6,15.552222,-92.884167,6,6
781,9844,Very complex,6-10,8,15.552222,-92.884167,6,6
796,2872,Very complex,6-10,5,-1.250000,29.916667,4,4
804,3794,Very complex,6-10,5,-1.250000,29.916667,4,4
807,5658,Very complex,6-10,5,-16.603056,-49.279722,1,1
811,5002,Very complex,6-10,7,8.729390,39.914903,2,2
812,5002,Very complex,6-10,8,8.729390,39.914903,2,2
832,2070,Very complex,6-10,8,45.083333,-75.416667,1,1
835,6353,Very complex,6-10,7,2.250000,-60.665000,2,2
853,4281,Very complex,6-10,5,10.333333,-83.333333,2,2
7,1640,Very complex,21-44,26,-11.524630,-54.355207,1,1
87,9424,Very complex,21-44,24,30.831250,77.156944,12,7
88,9424,Very complex,21-44,23,30.831250,77.156944,12,7
341,5635,Very complex,21-44,44,-15.460167,-67.472403,9,3
444,6568,Very complex,21-44,35,6.294168,12.948474,4,4
